Museum Name	Legal Name	Museum Type	Latitude	Longitude	Income	Revenue
BOLECHOW JEWISH HERITAGE SOCIETY	BOLECHOW JEWISH HERITAGE SOCIETY	GENERAL MUSEUM	40.66851	-74.3501	0.0	0.0
BOONTON HISTORICAL SOCIETY	BOONTON HISTORICAL SOCIETY INC	HISTORIC PRESERVATION	40.90287	-74.40794	0.0	0.0
BORDENTOWN HISTORICAL SOCIETY	BORDENTOWN HISTORICAL SOCIETY	HISTORIC PRESERVATION	40.14558	-74.71174	67479.0	66904.0
BOROUGH OF LAKEHURST HISTORICAL SOCIETY	BOROUGH OF LAKEHURST HISTORICAL SOCIETY INC	HISTORIC PRESERVATION	40.01431	-74.31235	16524.0	11666.0
BOROUGH OF TOTOWA HISTORICAL SOCIETY	BOROUGH OF TOTOWA HISTORICAL SOCIETY INC	HISTORIC PRESERVATION	40.90345	-74.21803	0.0	0.0
BOTTO HOUSE AMERICAN LABOR MUSEUM	BOTTO HOUSE AMERICAN LABOR MUSEUM	HISTORY MUSEUM	40.93488	-74.18884	192188.0	173477.0
BRANCH BROOK PARK ALLIANCE	BRANCH BROOK PARK ALLIANCE	ARBORETUM, BOTANICAL GARDEN, OR NATURE CENTER	40.75348	-74.17849	868226.0	868226.0
BRANCHBURG HISTORICAL SOCIETY	BRANCHBURG HISTORICAL SOCIETY INC	HISTORIC PRESERVATION	40.54106	-74.73422	0.0	0.0
BRANCHVILLE BOROUGH HISTORICAL SOCIETY	BRANCHVILLE BOROUGH HISTORICAL SOCIETY INC	HISTORIC PRESERVATION	41.16953	-74.76143	0.0	0.0
BRANDYWINE SHOAL LIGHTHOUSE	BRANDYWINE SHOAL LIGHTHOUSE	HISTORIC PRESERVATION	38.98682	-74.95585	0.0	0.0
BRICK TOWHNSHIP HISTORICAL SOCIETY	BRICK TOWHNSHIP HISTORICAL SOCIETY INC	HISTORIC PRESERVATION	40.06397	-74.14367	0.0	0.0
BRIGANTINE HISTORICAL SOCIETY	BRIGANTINE HISTORICAL SOCIETY INC	HISTORIC PRESERVATION	39.39504	-74.39102	0.0	0.0
BURLINGTON COUNTY HISTORICAL SOCIETY	BURLINGTON COUNTY HISTORICAL SOCIETY	HISTORIC PRESERVATION	40.0762	-74.85691	807324.0	235201.0
BURLINGTON COUNTY HISTORICAL SOCIETY	BURLINGTON COUNTY HISTORICAL SOCIETY	HISTORIC PRESERVATION	40.0762	-74.85691	807324.0	235201.0
BURLINGTON COUNTY PRISON MUSEUM	HISTORIC BURLINGTON COUNTY PRISON MUSEUM ASSOCIATION	GENERAL MUSEUM	40.00207	-74.78825	79444.0	22159.0
BYRAM TOWNSHIP HISTORICAL SOCIETY	BYRAM TOWNSHIP HISTORICAL SOCIETY INC	HISTORIC PRESERVATION	40.93713	-74.70676	0.0	0.0
CALIFON HISTORICAL SOCIETY	CALIFON HISTORICAL SOCIETY	HISTORIC PRESERVATION	40.72255	-74.82271	0.0	0.0
CALIFON PRESERVATION COMMITTEE	CALIFON PRESERVATION COMMITTEE INC	HISTORIC PRESERVATION	40.72255	-74.82271	0.0	0.0
CAMDEN CHILDREN'S GARDEN	CAMDEN CITY GARDEN CLUB INC	ARBORETUM, BOTANICAL GARDEN, OR NATURE CENTER	39.94336	-75.13026	906030.0	889025.0
CAMDEN COUNTY HISTORICAL SOCIETY	CAMDEN COUNTY HISTORICAL SOCIETY	HISTORIC PRESERVATION	39.93012	-75.09336	125485.0	125485.0
CAMDEN SHIPYARD AND MARITIME MUSEUM	CAMDEN SHIPYARD AND MARITIME MUSEUM	GENERAL MUSEUM	39.92033	-75.11943	0.0	0.0
CAMP OLDEN CIVIL WAR ROUND TABLE AND MUSEUM	CAMP OLDEN CIVIL WAR ROUND TABLE AND MUSEUM	HISTORY MUSEUM	40.20323	-74.68328	0.0	0.0
CAMPBELL CULTURAL HERITAGE HOUSE	CAMPBELL CULTURAL HERITAGE HOUSE	HISTORIC PRESERVATION	39.89447	-74.98406	0.0	0.0
CANAL SOCIETY OF NEW JERSEY	CANAL SOCIETY OF NEW JERSEY	HISTORIC PRESERVATION	40.79689	-74.4797	34549.0	33974.0
CAPE MAY COUNTY MUSEUM AND GENEALOGICAL LIBRARY	CAPE MAY COUNTY HISTORICAL AND GENEALOGICAL SOCIETY	HISTORIC PRESERVATION	39.09554	-74.81293	111988.0	107827.0
CAPE MAY MARITIME MUSEUM AND EDUCATION CENTER	CAPE MAY MARITIME MUSEUM AND EDUCATION CENTER INC	NATURAL HISTORY MUSEUM	38.96579	-74.92776	0.0	0.0
CEDAR GROVE HISTORICAL SOCIETY	CEDAR GROVE HISTORICAL SOCIETY MORGAN FARM AND MUSEUM	HISTORIC PRESERVATION	40.86101	-74.23169	0.0	0.0
CENTER FOR HISTORIC AMERICAN BUILDING ARTS	CENTER FOR HISTORIC AMERICAN BUILDING ARTS	HISTORIC PRESERVATION	39.42961	-75.23742	0.0	0.0
CENTER VALLEY HISTORICAL AND ENVIRONMENTAL EDUCATION CENTER	CENTER VALLEY HISTORICAL AND ENVIRONMENTAL EDUCATION CENTER	ARBORETUM, BOTANICAL GARDEN, OR NATURE CENTER	40.73198	-74.37127	0.0	0.0
CHABAD OF SE MORRIS COUNTY	CHABAD OF SE MORRIS COUNTY INC	HISTORIC PRESERVATION	40.76316	-74.41894	424326.0	424326.0
CHATHAM HISTORICAL SOCIETY	CHATHAM HISTORICAL SOCIETY	HISTORIC PRESERVATION	40.73178	-74.40034	0.0	0.0
CHESTER HISTORICAL SOCIETY	CHESTER HISTORICAL SOCIETY	HISTORIC PRESERVATION	40.78549	-74.68499	0.0	0.0
CHESTERFIELD TOWNSHIP HISTORICAL SOCIETY	CHESTERFIELD TOWNSHIP HISTORICAL SOCIETY	HISTORIC PRESERVATION	40.15185	-74.64892	0.0	0.0
CHILDREN'S MUSEUM	THE CHILDRENS MUSEUM INC	CHILDREN'S MUSEUM	40.5681	-74.57569	0.0	0.0
CITIZENS FOR STRATHMERE & WHALE BEACH	CITIZENS FOR STRATHMERE & WHALE BEACH	HISTORIC PRESERVATION	39.19965	-74.65425	550.0	550.0
CITY MUSEUM OF TRENTON AT ELLARSLIE MANSION	TRENTON MUSEUM SOCIETY	GENERAL MUSEUM	40.21936	-74.76094	110842.0	94153.0
CLARK HISTORICAL SOCIETY	CLARK HISTORICAL SOCIETY INC	HISTORIC PRESERVATION	40.62548	-74.31561	0.0	0.0
COLLINGSWOOD ATHLETIC HALL OF FAME	COLLINGSWOOD ATHLETIC HALL OF FAME	GENERAL MUSEUM	39.91524	-75.06404	61613.0	61613.0
COLONIAL HOUSE MUSEUM	GREATER CAPE MAY HISTORICAL SOCIETY	GENERAL MUSEUM	38.96579	-74.92776	0.0	0.0
CORA HARTSHORN ARBORETUM AND BIRD SANCTUARY	CORA HARTSHORN ARBORETUM AND BIRD SANCTUARY	ARBORETUM, BOTANICAL GARDEN, OR NATURE CENTER	40.723	-74.33021	1950819.0	335028.0
COSTUME SOCIETY OF AMERICA	COSTUME SOCIETY OF AMERICA INC	HISTORIC PRESERVATION	40.50206	-74.64365	339209.0	266978.0
COURSENS CORNERS	KEEPERS OF COURSENS CORNERS INC	HISTORIC PRESERVATION	41.03557	-74.81422	0.0	0.0
CRANBURY HISTORICAL AND PRESERVATION SOCIETY	CRANBURY HISTORICAL AND PRESERVATION SOCIETY INC	HISTORIC PRESERVATION	40.30825	-74.51767	64227.0	62607.0
CROSSROADS OF THE AMERICAN REVOLUTION ASSOCIATION	CROSSROADS OF THE AMERICAN REVOLUTION ASSOCIATION INC	HISTORIC PRESERVATION	40.22004	-74.76824	252168.0	252168.0
CUMBERLAND COUNTY HISTORICAL	CUMBERLAND COUNTY HISTORICAL SOCIETY	HISTORIC PRESERVATION	39.40524	-75.34991	1254022.0	280243.0
CUMBERLAND COUNTY HISTORICAL SOCIETY	CUMBERLAND COUNTY HISTORICAL SOCIETY	HISTORIC PRESERVATION	39.39064	-75.3397	1254022.0	280243.0
DELAWARE RIVER MILL SOCIETY AT STOCKTON	DELAWARE RIVER MILL SOCIETY AT STOCKTON	HISTORIC PRESERVATION	40.43431	-74.96633	181322.0	181322.0
DELAWARE RIVER RAILROAD	NEW YORK SUSQUEHANNA & WESTERN TECHNICAL & HISTORICAL SOCIE	HISTORIC PRESERVATION	40.68865	-75.20036	1186283.0	1186283.0
DELAWARE TOWNSHIP HISTORICAL SOCIETY	DELAWARE TOWNSHIP HISTORICAL SOCIETY	HISTORIC PRESERVATION	40.4454	-74.94304	0.0	0.0
DEMAREST HISTORICAL SOCIETY	DEMAREST HISTORICAL SOCIETY INC	HISTORIC PRESERVATION	40.94578	-73.95172	0.0	0.0
DEMAREST NATURE CENTER ASSOCIATION	DEMAREST NATURE CENTER ASSOCIATION	ARBORETUM, BOTANICAL GARDEN, OR NATURE CENTER	40.95505	-73.9638	0.0	0.0
DENVILLE HISTORICAL SOCIETY	DENVILLE HISTORICAL SOCIETY	HISTORIC PRESERVATION	40.888	-74.48594	0.0	0.0
DEPACE MUSEUM LIBRARY AND LEARNING CENTER	DEPACE MUSEUM LIBRARY AND LEARNING CENTER INC	GENERAL MUSEUM	39.87507	-74.97868	592000.0	592000.0
DIVIDING CREEK HISTORICAL SOCIETY	DIVIDING CREEK HISTORICAL SOCIETY INC	HISTORIC PRESERVATION	39.26969	-75.10486	0.0	0.0
DOVER HISTORICAL ASSOCIATION	DOVER HISTORICAL ASSOCIATION	HISTORIC PRESERVATION	40.88441	-74.56033	0.0	0.0
DR JAMES STILL PRESERVATION TRUST	DR JAMES STILL PRESERVATION TRUST	HISTORIC PRESERVATION	40.00461	-75.03548	0.0	0.0
DR RITA C SCHIAVO MEMORIAL LIBRARY AND MUSEUM	DR RITA C SCHIAVO MEMORIAL LIBRARY AND MUSEUM	GENERAL MUSEUM	39.19965	-74.65425	65018.0	64732.0
EAGLESWOOD HISTORICAL SOCIETY	EAGLESWOOD HISTORICAL SOCIETY	HISTORIC PRESERVATION	39.6361	-74.30614	0.0	0.0
EAST AMWELL HISTORICAL SOCIETY	EAST AMWELL HISTORICAL SOCIETY	HISTORIC PRESERVATION	40.44647	-74.85148	9930.0	5366.0
EAST BRUNSWICK HISTORICAL SOCIETY	EAST BRUNSWICK HISTORICAL SOCIETY	HISTORIC PRESERVATION	40.42869	-74.4067	0.0	0.0
EAST HANOVER HISTORICAL SOCIETY	EAST HANOVER HISTORICAL SOCIETY INC	HISTORIC PRESERVATION	40.81788	-74.36296	0.0	0.0
EBBETS FIELD WALL OF REMEMBRANCE	THE EBBETS FIELD WALL OF REMEMBRANCE INC	HISTORIC PRESERVATION	40.84918	-74.28004	35707.0	35707.0
EDISON PRESERVATION FOUNDATION	EDISON PRESERVATION FOUNDATION A NEW JERSEY NONPROFIT CORPO	HISTORIC PRESERVATION	40.73462	-74.17413	1024365.0	358434.0
EDUCATION THROUGH RENOVATION	EDUCATION THROUGH RENOVATION INC	HISTORIC PRESERVATION	40.54689	-74.50754	0.0	0.0
EGG HARBOR HISTORICAL SOCIETY	AFFAIR AT EGG HARBOR HISTORICAL SOCIETY INC	HISTORIC PRESERVATION	39.59687	-74.35131	0.0	0.0
EGG HARBOR HISTORICAL SOCIETY	THE HISTORICAL SOCIETY OF THE CITY OF EGG HARBOR CITY INC	HISTORIC PRESERVATION	39.53666	-74.64286	31285.0	30045.0
ELIZABETH P. KORN ART GALLERY	DREW UNIVERSITY	ART MUSEUM	40.78904	-74.47231	372469097.0	119122987.0
EMBANKMENT PRESERVATION COALITION	PENNSYLVANIA RAILROAD HARSIMUS STEM EMBANKMENT COALITION IN	HISTORIC PRESERVATION	40.7277	-74.04866	0.0	0.0
ERIE LACKAWANNA DINING CAR PRESERVATION SOCIETY	ERIE LACKAWANNA DINING CAR PRESERVATION SOCIETY INC	HISTORIC PRESERVATION	40.86127	-74.4126	72207.0	62978.0
ESTONIAN ARCHIVES IN THE UNITED STATES	ESTONIAN ARCHIVES IN THE U S INC	GENERAL MUSEUM	40.09795	-74.19615	229685.0	60310.0
EVESHAM HISTORICAL SOCIETY	EVESHAM HISTORICAL SOCIETY	HISTORIC PRESERVATION	39.85154	-74.85243	0.0	0.0
EWING TOWNSHIP HISTORIC PRESERVATION SOCIETY	EWING TOWNSHIP HISTORIC PRESERVATION SOCIETY	HISTORIC PRESERVATION	40.27835	-74.77102	0.0	0.0
FAIR LAWN HISTORIC SITES PRESERVATION CORPORATION	FAIR LAWN HISTORIC SITES PRESERVATION CORPORATION	HISTORIC PRESERVATION	40.93886	-74.12188	0.0	0.0
FAIRVIEW HISTORIC SOCIETY	FAIRVIEW HISTORIC SOCIETY INC	HISTORIC PRESERVATION	39.90412	-75.11145	3475.0	3475.0
FERROMONTE HISTORICAL SOCIETY OF MINE HILL	FERROMONTE HISTORICAL SOCIETY OF MINE HILL INC	HISTORIC PRESERVATION	40.8724	-74.59717	0.0	0.0
FITZ RANDOLPH OBSERVATORY	TRUSTEES OF PRINCETON UNIVERSITY	SCIENCE & TECHNOLOGY MUSEUM OR PLANETARIUM	40.36031	-74.6486	4957106141.0	162392000.0
FLEMING CASTLE	FRIENDS OF@FLEMING CASTLE INC	GENERAL MUSEUM	40.50842	-74.86548	0.0	0.0
FLORENCE AND ROBERT ZUCK ARBORETUM	DREW UNIVERSITY	ARBORETUM, BOTANICAL GARDEN, OR NATURE CENTER	40.78904	-74.47231	372469097.0	119122987.0
FLORENCE HISTORICAL SOCIETY	FLORENCE HISTORICAL SOCIETY	HISTORIC PRESERVATION	40.11942	-74.80671	0.0	0.0
FOLSOM HISTORICAL SOCIETY	FOLSOM HISTORICAL SOCIETY	HISTORIC PRESERVATION	39.63462	-74.78781	156815.0	156815.0
FORT LEE HISTORICAL SOCIETY	FORT LEE HISTORICAL SOCIETY	HISTORIC PRESERVATION	40.8535	-73.97436	0.0	0.0
FOSTERFIELDS LIVING HISTORICAL FARM	FRIENDS OF FOSTERFIELDS AND COOPER MILL INC	HISTORIC PRESERVATION	40.80048	-74.50843	17770.0	17770.0
FRANKLIN HERITAGE MUSEUM	FRANKLIN HERITAGE INC	GENERAL MUSEUM	39.48105	-86.05512	396185.0	316420.0
FRANKLIN HISTORICAL SOCIETY	FRANKLIN HISTORICAL SOCIETY	HISTORIC PRESERVATION	41.08362	-74.59276	28782.0	22358.0
FRANKLIN INN-VAN LIEW HOMESTEAD	FRANKLIN INN-VAN LIEW HOMESTEAD ASSOCIATION	HISTORIC PRESERVATION	40.52071	-74.51707	0.0	0.0
FRANKLIN MINERAL MUSEUM	FRANKLIN MINERAL MUSEUM INC	NATURAL HISTORY MUSEUM	41.11728	-74.59108	473729.0	315991.0
FREEHOLD TOWNSHIP HERITAGE SOCIETY	FREEHOLD TOWNSHIP HERITAGE SOCIETY	HISTORIC PRESERVATION	40.2491	-74.30849	0.0	0.0
FRITZ BEHNKE HISTORICAL MUSEUM	FRITZ BEHNKE HISTORICAL MUSEUM	HISTORIC PRESERVATION	40.94565	-74.08804	0.0	0.0
GALLERY AFERRO	GALLERY AFERRO INC	ART MUSEUM	40.73687	-74.17649	140137.0	132527.0
GARDEN STATE DISCOVERY MUSEUM CENTER FOR LEARNING	GARDEN STATE DISCOVERY MUSEUM CTR FOR LEARNING A NJ NON PRO	ARBORETUM, BOTANICAL GARDEN, OR NATURE CENTER	39.91194	-74.96701	57710.0	57710.0
GARDENERS OF SOMERSET VALLEY	GARDENERS OF SOMERSET VALLEY INC	SCIENCE & TECHNOLOGY MUSEUM OR PLANETARIUM	40.58932	-74.62414	0.0	0.0
GEOLOGICAL ASSOCIATION OF NEW JERSEY	GEOLOGICAL ASSOCIATION OF NEW JERSEY INC	GENERAL MUSEUM	40.25156	-74.75962	0.0	0.0
GLEN ALPIN CONSERVANCY	GLEN ALPIN CONSERVANCY	HISTORIC PRESERVATION	40.75955	-74.52312	3798.0	3798.0
GLEN RIDGE HISTORICAL SOCIETY	GLEN RIDGE HISTORICAL SOCIETY	HISTORIC PRESERVATION	40.80459	-74.20393	0.0	0.0
GLEN ROCK ARBORETUM	FRIENDS OF THE GLEN ROCK ARBORETUM INC	ARBORETUM, BOTANICAL GARDEN, OR NATURE CENTER	40.9603	-74.12554	0.0	0.0
GLEN ROCK HISTORICAL AND PRESERVATION SOCIETY	GLEN ROCK HISTORICAL AND PRESERVATION SOCIETY	HISTORIC PRESERVATION	40.9603	-74.12554	7433.0	7433.0
GLOUCESTER CITY HISTORICAL SOCIETY	GLOUCESTER CITY HISTORICAL SOCIETY	HISTORIC PRESERVATION	39.89944	-75.12415	0.0	0.0
GLOUCESTER CITY SAIL	GLOUCESTER CITY SAIL	GENERAL MUSEUM	39.89825	-75.12718	0.0	0.0
GLOUCESTER COUNTY HISTORICAL SOCIETY MUSEUM	GLOUCESTER COUNTY HISTORICAL SOCIETY	HISTORIC PRESERVATION	39.83946	-75.15141	135487.0	133067.0
GOMBIN JEWISH HISTORICAL AND GENEALOGICAL SOCIETY	GOMBIN JEWISH HISTORICAL AND GENEALOGICAL SOCIETY	HISTORIC PRESERVATION	40.41962	-74.60633	0.0	0.0
GREATER CAPE MAY HISTORICAL SOCIETY	GREATER CAPE MAY HISTORICAL SOCIETY	HISTORIC PRESERVATION	38.96579	-74.92776	0.0	0.0
GREATER ELMER AREA HISTORICAL SOCIETY	GREATER ELMER AREA HISTORICAL SOCIETY	HISTORIC PRESERVATION	39.59425	-75.17061	0.0	0.0
GREEN BROOK HISTORICAL SOCIETY	GREEN BROOK HISTORICAL SOCIETY	HISTORIC PRESERVATION	40.59835	-74.47256	0.0	0.0
GREEN TOWNSHIP HISTORICAL SOCIETY	GREEN TOWNSHIP HISTORICAL SOCIETY	HISTORIC PRESERVATION	40.95712	-74.80719	0.0	0.0
GREENWOOD GARDENS AND NATURE CENTER	THE GREENWOOD GARDENS & NATURE	ARBORETUM, BOTANICAL GARDEN, OR NATURE CENTER	40.74295	-74.31286	1618392.0	1258453.0
GROUNDS FOR SCULPTURE	GROUNDS FOR SCULPTURE INC	ART MUSEUM	40.23719	-74.71635	4596461.0	4236205.0
GRUSS GALLERIES	TRUSTEES OF THE LAWRENCEVILLE SCHOOL	ART MUSEUM	40.29392	-74.73707	117218598.0	75826825.0
HACKETTSTOWN HISTORICAL SOCIETY	HACKETTSTOWN HISTORICAL SOCIETY	HISTORIC PRESERVATION	40.8516	-74.82879	0.0	0.0
HADDON HEIGHTS HISTORICAL SOCIETY	HADDON HEIGHTS HISTORICAL SOCIETY	HISTORIC PRESERVATION	39.8796	-75.06484	0.0	0.0
HADDON TOWNSHIP HISTORICAL SOCIETY	HADDON TOWNSHIP HISTORICAL SOCIETY	HISTORIC PRESERVATION	39.92206	-75.06078	0.0	0.0
HAMBURG HISTORICAL SOCIETY	HAMBURG HISTORICAL SOCIETY	HISTORIC PRESERVATION	41.15643	-74.5737	0.0	0.0
HAMILTON TOWNSHIP HISTORICAL SOCIETY	THE HISTORICAL SOCIETY OF HAMILTON TOWNSHIP INCORPORATED	HISTORIC PRESERVATION	40.1775	-74.66866	0.0	0.0
HAMMONTON ARTS CENTER	HAMMONTON ARTS CENTER	ART MUSEUM	39.63723	-74.80214	58353.0	58353.0
HARDING TOWNSHIP HISTORICAL SOCIETY	HARDING TOWNSHIP HISTORICAL SOCIETY INC	HISTORIC PRESERVATION	40.73633	-74.46844	31371.0	27037.0
HARDWICK TOWNSHIP HISTORICAL SOCIETY	HARDWICK TOWNSHIP HISTORICAL SOCIETY INC	HISTORIC PRESERVATION	40.97059	-74.95895	148764.0	148764.0
HARMONY TOWNSHIP HISTORICAL SOCIETY	HARMONY TOWNSHIP HISTORICAL SOCIETY INC	HISTORIC PRESERVATION	40.82794	-75.05124	0.0	0.0
HARRINGTON PARK HISTORICAL SOCIETY	HARRINGTON PARK HISTORICAL SOCIETY	HISTORIC PRESERVATION	40.99091	-73.97973	0.0	0.0
HARRISON TOWNSHIP HISTORICAL SOCIETY	HARRISON TOWNSHIP HISTORICAL SOCIETY	HISTORIC PRESERVATION	39.72214	-75.22142	0.0	0.0
HAWTHORNE HISTORICAL SOCIETY	HAWTHORNE HISTORICAL SOCIETY INC	HISTORIC PRESERVATION	40.97449	-74.16498	0.0	0.0
HELP OUR PRESERVATION EFFORT	HELP OUR PRESERVATION EFFORT	HISTORIC PRESERVATION	40.90324	-74.97003	67077.0	61456.0
HEREFORD LIGHTHOUSE	FRIENDS OF HEREFORD LIGHTHOUSE INC	HISTORIC PRESERVATION	39.00321	-74.80876	124312.0	90337.0
HERITAGE TRAIL ASSOCIATION	THE HERITAGE TRAIL ASSOCIATION INC	ARBORETUM, BOTANICAL GARDEN, OR NATURE CENTER	40.56187	-74.55157	0.0	0.0
HERMITAGE	FRIENDS OF THE HERMITAGE	HISTORIC PRESERVATION	41.00635	-74.11601	196766.0	176565.0
HIGHTSTOWN-EAST WINDSOR HISTORICAL SOCIETY	HIGHTSTOWN-EAST WINDSOR HISTORICAL SOCIETY	HISTORIC PRESERVATION	40.27146	-74.52243	0.0	0.0
HILLSIDE HISTORICAL SOCIETY	THE HILLSIDE HISTORICAL SOCIETY INCORPORATED	HISTORIC PRESERVATION	40.68754	-74.2196	13867.0	13867.0
HINCHLIFFE STADIUM	FRIENDS OF HINCHLIFFE STADIUM	HISTORIC PRESERVATION	40.83041	-74.14623	0.0	0.0
HISTIOCYTE SOCIETY	HISTIOCYTE SOCIETY	GENERAL MUSEUM	39.73557	-75.13397	211470.0	211470.0
HISTORIC ASSOCIATION OF FAIR HAVEN	HISTORIC ASSOCIATION OF FAIR HAVEN	HISTORIC PRESERVATION	40.367	-74.03521	0.0	0.0
HISTORIC BERNARDSVILLE	FRIENDS OF HISTORIC BERNARDSVILLE INC	HISTORIC PRESERVATION	40.72101	-74.56759	0.0	0.0
HISTORIC BUILDING RESTORATION FUND	HISTORIC BUILDING RESTORATION FUND	HISTORIC PRESERVATION	40.80277	-74.36894	11651.0	11651.0
HISTORIC COLD SPRING VILLAGE	FRIENDS OF HISTORIC COLD SPRING VILLAGE INC	HISTORIC PRESERVATION	38.97202	-74.9118	0.0	0.0
HISTORIC MORVEN	HISTORIC MORVEN INC	HISTORIC PRESERVATION	40.34677	-74.66697	1311505.0	1187320.0
HISTORIC PAULUS HOOK ASSOCIATION	HISTORIC PAULUS HOOK ASSOCIATION INC	ARBORETUM, BOTANICAL GARDEN, OR NATURE CENTER	40.71859	-74.04436	0.0	0.0
HISTORIC PRESERVATION OF RED GABLES	HISTORIC PRESERVATION OF RED GABLES INC	HISTORIC PRESERVATION	40.80814	-74.21903	0.0	0.0
HISTORIC RESTORATION TRUST OF NUTLEY	HISTORIC RESTORATION TRUST OF THE TOWN OF NUTLEY NEW JERSEY	HISTORIC PRESERVATION	40.82674	-74.14258	0.0	0.0
HISTORIC TOWN BANK	HISTORIC TOWN BANK INC	HISTORIC PRESERVATION	38.98771	-74.95428	0.0	0.0
HISTORIC VINELAND	FRIENDS OF HISTORIC VINELAND INC	HISTORIC PRESERVATION	39.4813	-75.01067	0.0	0.0
HISTORICAL AND EDUCATIONAL LODGE-HALL PRESERVATORY	HISTORICAL AND EDUCATIONAL LODGE-HALL PRESERVATORY INC	HISTORIC PRESERVATION	39.7459	-75.32947	14765.0	14765.0
HISTORICAL MILITARY IMPRESSIONS	HISTORICAL MILITARY IMPRESSIONS	HISTORIC PRESERVATION	39.99881	-74.77346	0.0	0.0
HISTORICAL PRESERVATION SOCIETY OF UPPER TOWNSHIP	HISTORICAL PRESERVATION SOCIETY OF UPPER TOWNSHIP	HISTORIC PRESERVATION	39.26443	-74.65291	0.0	0.0
HISTORICAL SOCIETY BLOOMFIELD	HISTORICAL SOCIETY OF BLOOMFIELD	HISTORIC PRESERVATION	40.79665	-74.19741	0.0	0.0
HISTORICAL SOCIETY ELIZABETH NEW JERSEY	HISTORICAL SOCIETY ELIZABETH NEW JERSEY INC	HISTORIC PRESERVATION	40.66366	-74.20991	55133.0	55133.0
HISTORICAL SOCIETY IN LACEY	HISTORICAL SOCIETY IN LACEY	HISTORIC PRESERVATION	39.85436	-74.20045	0.0	0.0
HISTORICAL SOCIETY OF BOONTON TOWNSHIP	HISTORICAL SOCIETY OF BOONTON TOWNSHIP INC	HISTORIC PRESERVATION	40.95107	-74.4115	84362.0	84362.0
HISTORICAL SOCIETY OF ESTELL MANOR NEW JERSEY	HISTORICAL SOCIETY OF ESTELL MANOR NEW JERSEY INC	HISTORIC PRESERVATION	39.37328	-74.82426	0.0	0.0
HISTORICAL SOCIETY OF HADDONFIELD	HISTORICAL SOCIETY OF HADDONFIELD	HISTORIC PRESERVATION	39.90048	-75.02739	129211.0	94889.0
HISTORICAL SOCIETY OF HAMMONTON NEW JERSEY	HISTORICAL SOCIETY OF HAMMONTON NEW JERSEY	HISTORIC PRESERVATION	39.63462	-74.78781	0.0	0.0
HISTORICAL SOCIETY OF MOORESTOWN	HISTORICAL SOCIETY OF MOORESTOWN	HISTORIC PRESERVATION	39.96274	-74.94693	196832.0	91096.0
HISTORICAL SOCIETY OF OCEAN GROVE	HISTORICAL SOCIETY OF OCEAN GROVE NEW JERSEY INC	HISTORIC PRESERVATION	40.21217	-74.00886	125141.0	64186.0
HISTORICAL SOCIETY OF OCEAN GROVE NEW JERSEY	HISTORICAL SOCIETY OF OCEAN GROVE NEW JERSEY INC	HISTORIC PRESERVATION	40.21217	-74.00886	125141.0	64186.0
HISTORICAL SOCIETY OF OLD RANDOLPH	THE HISTORICAL SOCIETY OF OLD RANDOLPH INC	HISTORIC PRESERVATION	40.83544	-74.57213	0.0	0.0
HISTORICAL SOCIETY OF PLAINFIELD NEW JERSEY	HISTORICAL SOCIETY OF PLAINFIELD NEW JERSEY	HISTORIC PRESERVATION	40.61308	-74.43196	32756.0	32756.0
HISTORICAL SOCIETY OF PRINCETON NEW JERSEY	HISTORICAL SOCIETY OF PRINCETON NEW JERSEY	HISTORIC PRESERVATION	40.36483	-74.64245	736322.0	650599.0
HISTORICAL SOCIETY OF RIVERTON	THE HISTORICAL SOCIETY OF RIVERTON	HISTORIC PRESERVATION	39.99875	-74.99437	0.0	0.0
HISTORICAL SOCIETY OF SCOTCH PLAINS & FANWOOD	HISTORICAL SOCIETY OF SCOTCH PLAINS & FANWOOD	HISTORIC PRESERVATION	40.64977	-74.39934	0.0	0.0
HISTORICAL SOCIETY OF SOUTH AMBOY	HISTORICAL SOCIETY OF SOUTH AMBOY	HISTORIC PRESERVATION	40.46821	-74.27853	0.0	0.0
HISTORICAL SOCIETY OF STILLWATER TOWNSHIP	HISTORICAL SOCIETY OF STILLWATER TOWNSHIP	HISTORIC PRESERVATION	41.06019	-74.87918	0.0	0.0
HISTORICAL SOCIETY OF THE ROCKAWAYS	HISTORICAL SOCIETY OF THE ROCKAWAYS	HISTORIC PRESERVATION	40.94615	-74.49432	0.0	0.0
HISTORICAL SOCIETY OF THE SOMERSET HILLS	THE HISTORICAL SOCIETY OF THE SOMERSET HILLS INC	HISTORIC PRESERVATION	40.70667	-74.55154	23774.0	23774.0
HISTORICAL SOCIETY OF THE TOWNSHIP OF CHATHAM	HISTORICAL SOCIETY OF THE TOWNSHIP OF CHATHAM	HISTORIC PRESERVATION	40.72176	-74.40331	0.0	0.0
HISTORICAL SOCIETY OF WINSLOW TOWNSHIP	HISTORICAL SOCIETY OF WINSLOW TOWNSHIP INC	HISTORIC PRESERVATION	39.65715	-74.86255	0.0	0.0
HISTORICAL SOCIETY ROXBURY TOWNSHIP	HISTORICAL SOCIETY ROXBURY TWP	HISTORIC PRESERVATION	40.87942	-74.65275	0.0	0.0
HISTORICAL SOCIETY-PENNS GROVE	HISTORICAL SOCIETY OF PENNS GROVE AND CARNEYS POINT	HISTORIC PRESERVATION	39.73068	-75.47048	0.0	0.0
